exp_parameters,dl_capacity,ul_capacity,dl_delay,ul_delay,id,inc,inp,mad,mnp,mps,p,ptc,sdt,timeout,tmp,dl_stable_throughput,dl_stable_responsiveness,dl_throughput,dl_connections,dl_max_path_mtu,dl_max_send_mss,dl_max_recv_mss,dl_retransmissions,dl_reorder,dl_avg_rtt,dl_rpm_p,dl_rpm_trimmed,ul_stable_throughput,ul_stable_responsiveness,ul_throughput,ul_connections,ul_max_path_mtu,ul_max_send_mss,ul_max_recv_mss,ul_retransmissions,ul_reorder,ul_avg_rtt,ul_rpm_p,ul_rpm_trimmed,final_rpm_p,final_rpm_trimmed,ub_base_rpm_p,ub_base_rpm_trimmed,base_rpm_p,base_rpm_trimmed,wc_effect_p,wc_effect_trimmed,iteration
Fiber inc,600,300,4,4,1,8,1,4,16,100,90,0.05,5,20,5,True,True,542.396,17,1500,1448,1448,0,51,10862.823529411764,685,1325,True,True,270.719,17,1500,1448,1425,0,92,11892,560,1560,606,1518,6636,6862,6630,6864,9,22,35
Fiber inc,600,300,4,4,1,8,1,4,16,100,90,0.05,5,20,5,True,True,542.843,17,1500,1448,1448,0,51,11061.29411764706,626,1805,True,True,270.383,17,1500,1448,1425,1,58,10997.411764705883,702,1244,658,1535,6658,6861,6646,6867,10,22,11
Fiber inc,600,300,4,4,1,8,1,4,16,100,90,0.05,5,20,5,True,True,542.706,17,1500,1448,1448,0,51,11033.235294117647,670,1929,True,True,270.419,17,1500,1448,1425,0,64,11659.411764705883,588,1713,633,1815,6638,6885,6629,6890,10,26,94
Fiber inc,600,300,4,4,1,8,1,4,16,100,90,0.05,5,20,5,True,True,542.243,17,1500,1448,1448,0,51,10741.35294117647,731,1378,True,True,270.838,17,1500,1448,1425,0,106,11745.117647058823,547,1650,578,1597,6680,6876,6665,6880,9,23,87
Fiber inc,600,300,4,4,1,8,1,4,16,100,90,0.05,5,20,5,True,True,542.147,17,1500,1448,1448,0,51,10930.176470588236,665,1883,True,True,270.840,17,1500,1448,1425,3,103,11782.941176470587,545,1560,598,1724,6667,6862,6667,6867,9,25,90
Fiber inc,600,300,4,4,1,8,1,4,16,100,90,0.05,5,20,5,True,True,542.523,17,1500,1448,1448,1,51,11070.941176470587,652,1967,True,True,271.362,17,1500,1448,1424,0,80,11637.882352941177,567,1545,614,1761,6646,6834,6614,6837,9,26,6
Fiber inc,600,300,4,4,1,8,1,4,16,100,90,0.05,5,20,5,True,True,542.489,17,1500,1448,1448,0,51,10911.470588235294,690,1539,True,True,269.980,17,1500,1448,1424,0,99,12077.235294117647,608,1611,653,1597,6631,6855,6644,6859,10,23,25
Fiber inc,600,300,4,4,1,8,1,4,16,100,90,0.05,5,20,5,True,True,542.921,17,1500,1448,1448,0,51,10894.117647058823,719,1721,True,True,271.574,17,1500,1448,1425,1,68,11318.29411764706,605,1292,649,1471,6668,6848,6669,6851,10,21,65
Fiber inc,600,300,4,4,1,8,1,4,16,100,90,0.05,5,20,5,True,True,542.116,17,1500,1448,1448,0,51,10951.35294117647,697,1893,True,True,272.070,17,1500,1448,1425,0,65,11612.058823529413,577,1487,619,1695,6624,6865,6613,6808,9,25,54
Fiber inc,600,300,4,4,1,8,1,4,16,100,90,0.05,5,20,5,True,True,542.152,17,1500,1448,1448,1,51,10928.470588235294,696,1805,True,True,269.921,17,1500,1448,1425,0,77,11729.235294117647,543,1622,599,1712,6648,6869,6647,6869,9,25,39
Fiber inc,600,300,4,4,1,8,1,4,16,100,90,0.05,5,20,5,True,True,542.221,17,1500,1448,1448,0,51,10552,869,1353,True,True,271.122,17,1500,1448,1424,1,98,11745.058823529413,604,1468,662,1468,6627,6849,6632,6851,10,21,3
Fiber inc,600,300,4,4,1,8,1,4,16,100,90,0.05,5,20,5,True,True,542.442,17,1500,1448,1448,0,51,10709.764705882353,725,1695,True,True,270.824,17,1500,1448,1425,0,61,11460.64705882353,636,1360,670,1529,6640,6830,6636,6826,10,22,97
Fiber inc,600,300,4,4,1,8,1,4,16,100,90,0.05,5,20,5,True,True,542.735,17,1500,1448,1448,0,51,10907.35294117647,695,1811,True,True,269.983,17,1500,1448,1424,0,72,11177.64705882353,692,1246,691,1543,6648,6869,6645,6874,10,22,33
Fiber inc,600,300,4,4,1,8,1,4,16,100,90,0.05,5,20,5,True,True,542.430,17,1500,1448,1448,0,51,10843,701,1949,True,True,271.725,17,1500,1448,1425,1,59,11445.117647058823,595,1363,628,1690,6646,6861,6644,6865,9,25,47
Fiber inc,600,300,4,4,1,8,1,4,16,100,90,0.05,5,20,5,True,True,542.740,17,1500,1448,1448,0,51,10753.588235294117,745,1835,True,True,272.479,17,1500,1448,1425,0,62,11547.058823529413,570,1572,613,1701,6665,6875,6666,6879,9,25,96
Fiber inc,600,300,4,4,1,8,1,4,16,100,90,0.05,5,20,5,True,True,542.353,17,1500,1448,1448,0,51,10830.529411764706,739,1631,True,True,271.560,17,1500,1448,1424,0,66,11329.70588235294,735,1250,738,1434,6658,6854,6665,6857,11,21,72
Fiber inc,600,300,4,4,1,8,1,4,16,100,90,0.05,5,20,5,True,True,542.581,17,1500,1448,1448,0,51,10508.411764705883,818,1735,True,True,271.398,17,1500,1448,1425,0,63,11624.882352941177,595,1467,647,1601,6625,6854,6620,6858,10,23,16
Fiber inc,600,300,4,4,1,8,1,4,16,100,90,0.05,5,20,5,True,True,542.334,17,1500,1448,1448,0,51,10780.588235294117,753,1484,True,True,272.086,17,1500,1448,1424,0,100,11747.470588235294,558,1606,623,1566,6639,6846,6638,6851,9,23,8
Fiber inc,600,300,4,4,1,8,1,4,16,100,90,0.05,5,20,5,True,True,542.610,17,1500,1448,1448,0,51,10917.35294117647,709,1362,True,True,271.824,17,1500,1448,1424,0,115,11574,571,1863,617,1698,6653,6859,6650,6862,9,25,14
Fiber inc,600,300,4,4,1,8,1,4,16,100,90,0.05,5,20,5,True,True,542.241,17,1500,1448,1448,0,51,11031,719,1426,True,True,270.095,17,1500,1448,1425,2,98,11449.64705882353,679,1467,705,1460,6659,6845,6662,6848,11,21,82
Fiber inc,600,300,4,4,1,8,1,4,16,100,90,0.05,5,20,5,True,True,542.788,17,1500,1448,1448,0,51,10772.823529411764,724,1744,True,True,270.507,17,1500,1448,1424,0,66,11295.764705882353,625,1197,670,1477,6660,6845,6647,6836,10,22,45
Fiber inc,600,300,4,4,1,8,1,4,16,100,90,0.05,5,20,5,True,True,542.236,17,1500,1448,1448,0,51,11205.29411764706,667,2041,True,True,270.511,17,1500,1448,1424,0,57,11781.941176470587,613,1479,642,1759,6658,6863,6648,6861,10,26,43
Fiber inc,600,300,4,4,1,8,1,4,16,100,90,0.05,5,20,5,True,True,542.278,17,1500,1448,1448,1,51,10798.235294117647,705,1428,True,True,272.485,17,1500,1448,1424,0,96,11283.64705882353,637,1144,664,1266,6670,6853,6674,6864,10,18,83
Fiber inc,600,300,4,4,1,8,1,4,16,100,90,0.05,5,20,5,True,True,542.357,17,1500,1448,1448,0,51,11226.529411764706,672,1807,True,True,270.747,17,1500,1448,1425,0,80,11806.35294117647,578,1515,591,1664,6656,6841,6637,6837,9,24,63
Fiber inc,600,300,4,4,1,8,1,4,16,100,90,0.05,5,20,5,True,True,542.140,17,1500,1448,1448,0,51,10760.764705882353,729,1522,True,True,270.984,17,1500,1448,1425,0,100,11662.882352941177,588,1550,655,1532,6665,6898,6659,6904,10,22,80
Fiber inc,600,300,4,4,1,8,1,4,16,100,90,0.05,5,20,5,True,True,542.566,17,1500,1448,1448,0,51,10370.764705882353,823,1884,True,True,270.790,17,1500,1448,1425,0,65,11704.470588235294,622,1390,681,1605,6656,6872,6656,6875,10,23,59
Fiber inc,600,300,4,4,1,8,1,4,16,100,90,0.05,5,20,5,True,True,542.395,17,1500,1448,1448,0,51,10949.882352941177,703,1712,True,True,271.103,17,1500,1448,1424,1,76,11145.058823529413,658,1198,681,1472,6645,6878,6633,6873,10,21,15
Fiber inc,600,300,4,4,1,8,1,4,16,100,90,0.05,5,20,5,True,True,541.665,17,1500,1448,1448,0,51,10966.470588235294,612,1466,True,True,271.466,17,1500,1448,1425,1,93,11280.117647058823,677,1176,640,1320,6679,6864,6671,6866,10,19,71
Fiber inc,600,300,4,4,1,8,1,4,16,100,90,0.05,5,20,5,True,True,542.478,17,1500,1448,1448,0,51,10779.588235294117,713,1790,True,True,270.964,17,1500,1448,1424,0,74,11747.470588235294,636,1477,673,1639,6655,6877,6655,6883,10,24,42
Fiber inc,600,300,4,4,1,8,1,4,16,100,90,0.05,5,20,5,True,True,542.413,17,1500,1448,1448,1,51,10927.058823529413,700,1912,True,True,272.185,17,1500,1448,1425,1,68,11849.764705882353,629,1578,666,1732,6648,6869,6633,6868,10,25,51
Fiber inc,600,300,4,4,1,8,1,4,16,100,90,0.05,5,20,5,True,True,542.569,17,1500,1448,1448,0,51,10924.176470588236,720,1227,True,True,271.620,17,1500,1448,1425,0,61,11866.470588235294,591,1665,639,1619,6634,6872,6633,6877,10,24,57
Fiber inc,600,300,4,4,1,8,1,4,16,100,90,0.05,5,20,5,True,True,542.490,17,1500,1448,1448,0,51,10758.235294117647,695,1497,True,True,270.060,17,1500,1448,1425,1,100,11784.882352941177,545,1835,588,1690,6658,6871,6657,6877,9,25,88
Fiber inc,600,300,4,4,1,8,1,4,16,100,90,0.05,5,20,5,True,True,543.617,17,1500,1448,1448,0,51,10380.058823529413,838,1761,True,True,270.735,17,1500,1448,1448,0,55,11134.588235294117,670,1197,719,1467,6651,6841,6651,6820,11,22,4
Fiber inc,600,300,4,4,1,8,1,4,16,100,90,0.05,5,20,5,True,True,541.062,17,1500,1448,1448,0,51,10780.70588235294,780,1565,True,True,271.819,17,1500,1448,1424,0,94,11742.058823529413,623,1609,669,1597,6643,6852,6645,6855,10,23,12
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.164,17,1500,1448,1448,0,51,10551,756,1775,True,True,270.680,17,1500,1448,1424,0,74,11989.70588235294,613,1610,681,1692,6645,6853,6637,6859,10,25,79
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,543.263,17,1500,1448,1448,0,51,11029.882352941177,665,1459,True,True,270.922,17,1500,1448,1425,0,55,11828,536,1571,588,1536,6642,6863,6633,6870,9,22,50
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.665,17,1500,1448,1448,0,51,11144.823529411764,615,1742,True,True,270.508,17,1500,1448,1425,0,103,12076.411764705883,549,1765,589,1754,6644,6856,6621,6839,9,26,23
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,541.977,17,1500,1448,1448,0,51,10966.411764705883,642,1761,True,True,272.072,17,1500,1448,1436,0,75,11697.823529411764,533,1610,574,1683,6632,6870,6626,6868,9,24,68
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.287,17,1500,1448,1448,0,51,10630.64705882353,780,1954,True,True,271.603,17,1500,1448,1425,1,85,11811.176470588236,609,1570,664,1773,6664,6887,6662,6892,10,26,92
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.747,17,1500,1448,1448,0,51,11072.70588235294,630,1613,True,True,271.497,17,1500,1448,1425,0,82,12194.529411764706,520,1716,561,1684,6635,6869,6632,6868,8,25,95
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.665,17,1500,1448,1448,0,51,11060.35294117647,635,1654,True,True,271.089,17,1500,1448,1424,0,111,11578.411764705883,587,1474,615,1556,6666,6875,6659,6877,9,23,46
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.106,17,1500,1448,1448,0,51,11056.941176470587,616,1749,True,True,270.744,17,1500,1448,1424,1,60,11137.117647058823,743,1225,637,1494,6652,6850,6624,6843,10,22,93
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.498,17,1500,1448,1448,0,51,10966.64705882353,672,1525,True,True,270.974,17,1500,1448,1425,0,82,12006.35294117647,530,1689,594,1611,6653,6851,6646,6849,9,24,17
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.491,17,1500,1448,1448,0,51,10573.470588235294,801,1824,True,True,271.222,17,1500,1448,1424,0,51,11489.823529411764,606,1380,665,1628,6635,6857,6643,6863,10,24,29
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.771,17,1500,1448,1448,0,51,10733.176470588236,707,1623,True,True,271.321,17,1500,1448,1424,0,140,11269.64705882353,673,1257,695,1477,6631,6860,6625,6866,10,22,20
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.857,17,1500,1448,1448,1,51,10893.470588235294,685,1580,True,True,271.789,17,1500,1448,1425,0,103,11768.235294117647,544,1601,609,1588,6667,6856,6654,6862,9,23,31
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,543.459,17,1500,1448,1448,0,51,10861.058823529413,720,1624,True,True,269.207,17,1500,1448,1425,0,77,11558.411764705883,594,1561,636,1594,6673,6869,6666,6874,10,23,84
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.541,17,1500,1448,1448,0,51,11037.470588235294,680,1459,True,True,272.746,17,1500,1448,1425,0,107,11946.764705882353,556,1505,604,1494,6639,6845,6635,6841,9,22,13
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.592,17,1500,1448,1448,0,51,11209.117647058823,617,1772,True,True,272.109,17,1500,1448,1424,0,57,11544.470588235294,551,1489,580,1610,6657,6865,6664,6827,9,24,62
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,543.031,17,1500,1448,1448,0,51,10951.70588235294,671,1575,True,True,270.255,17,1500,1448,1424,0,72,11236.588235294117,688,1199,676,1457,6650,6861,6621,6866,10,21,75
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.786,17,1500,1448,1448,0,51,10983.29411764706,666,1595,True,True,271.237,17,1500,1448,1425,0,152,11846.29411764706,579,1552,619,1584,6626,6855,6635,6861,9,23,9
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.564,17,1500,1448,1448,0,51,10652.176470588236,761,1553,True,True,272.619,17,1500,1448,1425,0,64,11735.470588235294,483,1555,571,1560,6655,6869,6658,6873,9,23,44
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.667,17,1500,1448,1448,0,51,10592.941176470587,671,1708,True,True,269.757,17,1500,1448,1424,0,79,11607.882352941177,639,1452,655,1586,6649,6866,6645,6873,10,23,48
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.080,17,1500,1448,1448,0,51,11050,660,1599,True,True,270.603,17,1500,1448,1424,1,80,11258.470588235294,683,1318,668,1458,6653,6861,6661,6867,10,21,99
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.572,17,1500,1448,1448,0,51,10879.941176470587,642,1944,True,True,270.598,17,1500,1448,1424,0,57,11747.35294117647,580,1607,611,1778,6657,6878,6664,6882,9,26,56
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.985,17,1500,1448,1448,0,51,11143.411764705883,658,1719,True,True,270.491,17,1500,1448,1425,0,76,11886.470588235294,550,1638,589,1676,6643,6845,6636,6848,9,24,32
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.491,17,1500,1448,1448,0,51,10408.470588235294,838,1513,True,True,271.193,17,1500,1448,1425,0,56,11823.588235294117,575,1500,628,1539,6659,6869,6653,6875,9,22,78
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.125,17,1500,1448,1448,0,51,11019.29411764706,658,1500,True,True,271.850,17,1500,1448,1425,0,115,12022.823529411764,591,1870,626,1661,6668,6853,6661,6851,9,24,38
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.616,17,1500,1448,1448,0,51,11181.882352941177,609,1592,True,True,272.642,17,1500,1448,1424,0,67,11582.588235294117,623,1627,617,1630,6636,6871,6632,6875,9,24,26
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,543.120,17,1500,1448,1448,0,51,11018.588235294117,685,1814,True,True,271.119,17,1500,1448,1425,0,55,11876.764705882353,578,1569,634,1680,6640,6878,6628,6882,10,24,69
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,541.772,17,1500,1448,1448,0,51,10697.058823529413,696,1787,True,True,271.119,17,1500,1448,1424,0,94,11613.882352941177,572,1563,624,1672,6670,6866,6665,6870,9,24,34
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.733,17,1500,1448,1448,0,51,11035.64705882353,650,1570,True,True,269.712,17,1500,1448,1424,0,57,11658.588235294117,564,1645,611,1629,6656,6856,6653,6861,9,24,58
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,540.755,17,1500,1448,1448,0,51,10851.411764705883,699,1550,True,True,272.232,17,1500,1448,1425,0,68,11657.823529411764,580,1472,625,1510,6635,6893,6626,6886,9,22,30
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.380,17,1500,1448,1448,0,51,11031.588235294117,641,1745,True,True,271.024,17,1500,1448,1424,0,59,11567.29411764706,553,1557,599,1643,6652,6870,6630,6861,9,24,70
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.543,17,1500,1448,1448,0,51,10947.35294117647,703,1557,True,True,271.025,17,1500,1448,1424,1,60,11570.941176470587,542,1584,583,1616,6653,6853,6654,6856,9,24,24
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.342,17,1500,1448,1448,0,51,11004.941176470587,681,1361,True,True,272.076,17,1500,1448,1424,0,60,11704.29411764706,522,1620,585,1528,6641,6863,6643,6870,9,22,52
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.490,17,1500,1448,1448,0,51,11085.529411764706,666,1618,True,True,270.962,17,1500,1448,1425,0,148,11814.235294117647,581,1543,618,1580,6635,6865,6636,6872,9,23,36
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,541.901,17,1500,1448,1448,0,51,10719.941176470587,735,1711,True,True,269.557,17,1500,1448,1425,0,62,11432.941176470587,606,1490,657,1600,6622,6848,6629,6821,10,23,2
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,False,542.154,17,1500,1448,1448,0,51,11152.882352941177,612,1635,True,True,272.357,17,1500,1448,1424,0,65,11248.117647058823,693,1269,636,1436,6642,6846,6636,6848,10,21,5
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.362,17,1500,1448,1448,0,51,10867,740,1541,True,True,271.654,17,1500,1448,1424,0,55,11968.882352941177,591,1643,657,1612,6640,6851,6655,6855,10,24,89
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.569,17,1500,1448,1448,0,51,11080.588235294117,644,1561,True,True,271.370,17,1500,1448,1424,0,90,12069.35294117647,489,1591,556,1573,6658,6878,6658,6886,8,23,74
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.158,17,1500,1448,1448,2,51,10953.70588235294,637,1674,True,True,272.561,17,1500,1448,1424,0,60,11819.764705882353,544,1645,590,1683,6661,6851,6688,6825,9,25,91
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.669,17,1500,1448,1448,0,51,11141.470588235294,601,1672,True,True,270.450,17,1500,1448,1423,0,82,11678.35294117647,564,1652,579,1662,6642,6841,6640,6844,9,24,53
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.958,17,1500,1448,1448,0,51,11044.117647058823,671,1531,True,True,271.533,17,1500,1448,1424,0,90,11476.882352941177,620,1391,647,1456,6628,6858,6630,6863,10,21,21
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.223,17,1500,1448,1448,0,51,10734.29411764706,753,1776,True,True,270.979,17,1500,1448,1424,0,58,11762.470588235294,564,1546,618,1661,6666,6859,6667,6854,9,24,55
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.623,17,1500,1448,1448,0,51,11070.117647058823,725,1650,True,True,271.236,17,1500,1448,1448,1,57,11629.588235294117,585,1478,629,1560,6630,6850,6628,6855,9,23,27
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,False,542.760,17,1500,1448,1448,0,51,11081.529411764706,613,1778,True,True,270.443,17,1500,1448,1425,1,120,11523.70588235294,570,1654,588,1711,6601,6867,6596,6867,9,25,77
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.242,17,1500,1448,1448,0,51,10964.823529411764,709,1491,True,True,270.448,17,1500,1448,1425,2,81,11621.470588235294,561,1512,620,1509,6657,6852,6648,6851,9,22,85
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.200,17,1500,1448,1448,0,51,11131.411764705883,621,1795,True,True,270.330,17,1500,1448,1425,0,122,11725.882352941177,551,1593,585,1685,6661,6871,6660,6875,9,25,86
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.492,17,1500,1448,1448,0,51,11036.29411764706,632,1850,True,True,271.352,17,1500,1448,1425,0,156,11727.882352941177,534,1585,583,1708,6632,6846,6629,6844,9,25,18
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.324,17,1500,1448,1448,0,51,10862.70588235294,645,1594,True,True,271.116,17,1500,1448,1425,0,60,11818.470588235294,566,1515,598,1554,6672,6869,6672,6865,9,23,22
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.765,17,1500,1448,1448,0,51,11011.64705882353,686,1426,True,True,270.030,17,1500,1448,1425,0,80,11358.29411764706,670,1172,677,1303,6652,6871,6649,6873,10,19,81
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.496,17,1500,1448,1448,0,51,10944.764705882353,656,1659,True,True,268.461,17,1500,1448,1424,0,82,11434,618,1341,636,1488,6662,6864,6664,6848,10,22,64
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.587,17,1500,1448,1448,1,51,10961.529411764706,669,1709,True,True,270.876,17,1500,1448,1425,0,76,11823.64705882353,562,1618,595,1666,6645,6866,6647,6872,9,24,7
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.731,17,1500,1448,1448,0,51,11064.35294117647,670,1907,True,True,271.192,17,1500,1448,1425,1,80,11371.411764705883,722,1191,692,1531,6651,6865,6647,6861,10,22,76
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.649,17,1500,1448,1448,0,51,10921.882352941177,655,1535,True,True,270.514,17,1500,1448,1424,4,82,12014.70588235294,493,1625,563,1626,6661,6883,6680,6886,8,24,98
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.556,17,1500,1448,1448,0,51,11103.117647058823,637,1507,True,True,271.787,17,1500,1448,1425,0,89,11835.058823529413,554,1494,593,1496,6637,6855,6632,6850,9,22,19
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.648,17,1500,1448,1448,1,51,10921.176470588236,690,1297,True,True,270.292,17,1500,1448,1425,0,68,11993.470588235294,582,1769,636,1718,6654,6867,6654,6851,10,25,28
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.617,17,1500,1448,1448,0,51,10911.823529411764,676,1485,True,True,270.365,17,1500,1448,1424,0,61,11918.058823529413,551,1664,613,1613,6666,6856,6662,6860,9,24,67
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.495,17,1500,1448,1448,0,51,11208.823529411764,597,1982,True,True,271.091,17,1500,1448,1424,0,55,11687.29411764706,578,1590,593,1795,6640,6893,6635,6898,9,26,61
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.620,17,1500,1448,1448,0,51,11003.941176470587,630,1713,True,True,271.177,17,1500,1448,1425,0,63,11338.235294117647,674,1285,649,1531,6633,6861,6620,6867,10,22,1
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.742,17,1500,1448,1448,0,51,10982.117647058823,661,1541,True,True,270.170,17,1500,1448,1425,0,83,11885.176470588236,561,1639,607,1618,6656,6875,6679,6876,9,24,66
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.459,17,1500,1448,1448,0,51,10963.764705882353,675,1627,True,True,271.036,17,1500,1448,1424,0,79,12094.117647058823,537,1746,613,1719,6613,6829,6626,6810,9,25,40
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.724,17,1500,1448,1448,0,51,10860.176470588236,683,1501,True,True,271.181,17,1500,1448,1425,1,88,11333.176470588236,653,1204,666,1366,6652,6865,6659,6869,10,20,73
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.666,17,1500,1448,1448,0,51,10815.29411764706,718,1642,True,True,271.306,17,1500,1448,1425,0,70,11222.35294117647,646,1181,688,1460,6643,6882,6630,6886,10,21,49
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.552,17,1500,1448,1448,0,51,10957.64705882353,685,1346,True,True,271.243,17,1500,1448,1424,0,72,11945.29411764706,553,1688,600,1575,6629,6862,6630,6858,9,23,60
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.167,17,1500,1448,1448,0,51,10748.529411764706,694,1548,True,True,270.327,17,1500,1448,1424,0,80,11689.882352941177,584,1533,620,1541,6634,6852,6634,6854,9,22,41
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.457,17,1500,1448,1448,0,51,10965.882352941177,652,1395,True,True,271.233,17,1500,1448,1424,0,80,11664.235294117647,566,1260,613,1323,6641,6870,6647,6848,9,19,10
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.623,17,1500,1448,1448,0,51,10798.588235294117,713,1571,True,True,270.590,17,1500,1448,1424,0,58,11352.64705882353,551,1643,605,1628,6637,6875,6647,6881,9,24,37
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.692,17,1500,1448,1448,0,51,11135.882352941177,632,1555,True,True,270.467,17,1500,1448,1424,0,82,11606.117647058823,537,1544,594,1560,6648,6890,6649,6894,9,23,100
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.920,17,1500,1448,1448,0,51,10827.70588235294,656,1728,True,True,269.855,17,1500,1448,1424,0,79,12026,571,1450,606,1577,6643,6845,6649,6828,9,23,35
Fiber inc,600,300,4,4,1,2,1,4,16,100,90,0.05,5,20,5,True,True,542.713,17,1500,1448,1448,0,51,10918.70588235294,682,1545,True,True,268.629,17,1500,1448,1425,0,61,11290.588235294117,704,1375,693,1472,6662,6860,6654,6862,10,21,11
